"","County","TrumpPct","Votes","Less_Than_High_School_Diploma","At_Least_High_School_Diploma","At_Least_Bachelor's_Degree","Graduate_Degree","School_Enrollment","Median_Earnings_2010","Poor.physical.health.days","Poor.mental.health.days","Low.birthweight","Teen.births","Children.in.single.parent.households","Adult.smoking","Adult.obesity","Diabetes","Sexually.transmitted.infections","HIV.prevalence.rate","Uninsured","Unemployment","Violent.crime","Homicide.rate","Injury.deaths","Infant.mortality","precip","Candidate"
"1665","Monterey County, California",27.2849517978,96676,29.3,70.7,23.4,9.2,72.35,25438.379685,3.9,4.6,0.06,53.7,0.325,0.125,0.228,0.069,360.5,181.2,0.238,0.114,491.47,8.28,49.1,5,629.877666667,"Clinton"
"1666","San Luis Obispo County, California",42.2813566125,124575,11.8,88.2,30.6,11.4,79.8,25365.11143,3.1,3.5,0.06,18,0.26,0.091,0.2,0.067,308.5,193.8,0.183,0.081,258.52,2.17,57.6,4.2,496.259555556,"Clinton"
"1667","Madera County, California",56.0984152001,34263,32.1,67.9,13.5,4.3,72.3,22703.231745,4.3,4.6,0.06,61.3,0.327,0.138,0.297,0.091,473.4,150.7,0.241,0.136,470.55,6.2,62,4.9,644.289142857,"Trump"
"1668","Yolo County, California",26.0316456946,50623,15.7,84.3,37.8,17.4,81.9,27184.23873,3.6,3.2,0.05,19.4,0.276,0.081,0.229,0.07,287.5,108.5,0.166,0.115,270.85,1.63,40,4,570.4332,"Clinton"
"1669","Custer County, Colorado",67.1997389034,3064,6.3,93.7,29.2,8.9,76,23882.507935,2.3,2.5,NA,17.3,0.346,0.154,0.212,0.079,NA,NA,0.222,0.069,213.47,NA,NA,NA,424.010666667,"Trump"
"1670","Otero County, Colorado",59.3092497023,5038,20.2,79.8,15.4,5,75.6,21647.60635,3.7,3.8,0.1,58.9,0.413,0.204,0.255,0.075,339.3,63,0.195,0.095,295.68,NA,82.9,NA,340.317666667,"Trump"
"1671","Crowley County, Colorado",70.7478491066,1511,27.6,72.4,12.2,1.5,67.2,17152.33238,6.5,NA,0.1,57.6,0.266,0.155,0.243,0.063,139.5,NA,0.18,0.102,43.98,NA,NA,NA,301.921333333,"Trump"
"1672","Hardee County, Florida",69.1302626369,7577,40.1,59.9,7.5,2.3,63.2,20532.29143,3.5,2.5,0.08,92.3,0.364,0.209,0.369,0.132,380.1,431.8,0.326,0.092,312.53,5.23,73.4,6.9,1295.4,"Trump"
"1673","Marion County, Florida",61.7302346907,174485,15.5,84.5,17.1,6.1,73.15,25049.532065,4.1,4.8,0.08,53.5,0.4,0.21,0.316,0.124,415.6,285.1,0.242,0.1,535.94,5.25,81.7,9.4,1290.32,"Trump"
"1674","Martin County, Florida",62.0263351256,85741,11.4,88.6,29.4,10.5,78.45,27649.893335,2.5,3.3,0.08,34,0.278,0.174,0.201,0.087,251.5,339.9,0.218,0.088,287.5,3.49,75.5,6.7,1593.93466667,"Trump"
"1675","Wakulla County, Florida",68.4762773723,15344,15.5,84.5,17.3,6.6,78,30319.87778,4.1,4.4,0.09,34,0.327,0.248,0.362,0.107,458.4,250.1,0.18,0.071,321.83,5.02,62.7,9.5,1503.934,"Trump"
"1676","Washington County, Florida",77.4407753051,11144,21.3,78.7,12.8,4.5,71.55,24256.58,8.4,5.8,0.09,55.4,0.351,0.267,0.364,0.134,304.8,521.9,0.223,0.094,179.26,9.71,111.9,NA,1500.632,"Trump"
"1677","Dade County, Georgia",80.9073420968,6238,20.9,79.1,16.8,5.2,77.85,20585.078095,4.4,5.5,0.09,35.5,0.33,0.196,0.309,0.115,96.6,93,0.19,0.075,318.13,NA,79.5,NA,NA,"Trump"
"1678","White County, Georgia",82.8391810381,11771,16.7,83.3,19.6,9.1,75.9,28031.276825,4.4,6.2,0.07,37.7,0.361,0.164,0.286,0.112,124.7,NA,0.232,0.089,226.14,NA,77,NA,1670.38866667,"Trump"
"1679","Decatur County, Iowa",62.0037807183,3703,17,83,17.8,4.6,79.65,18562.844445,4,2.3,0.08,27.3,0.213,0.19,0.309,0.085,277.6,NA,0.132,0.047,NA,NA,70.5,NA,987.467333333,"Trump"
"1680","Humboldt County, Iowa",70.8126365985,5033,11.2,88.8,15.9,4.2,77.8,26379.650475,NA,NA,0.06,34.1,0.347,0.174,0.336,0.105,132.6,NA,0.109,0.044,13.75,NA,70.6,NA,NA,"Trump"
"1681","Palo Alto County, Iowa",65.8750534874,4674,12.8,87.2,16.1,3.5,76.5,23942.39397,NA,NA,0.07,21.5,0.248,NA,0.283,0.099,159.3,NA,0.11,0.041,145.71,NA,65.2,NA,822.96,"Trump"
"1682","Bonneville County, Idaho",60.3885822854,44212,9.4,90.6,26.2,8.1,71.45,24070.212065,3.4,3.5,0.07,43.7,0.23,0.111,0.284,0.086,233.5,46.4,0.157,0.06,267.39,2.35,71.1,5.3,417.237333333,"Trump"
"1683","Adams County, Illinois",71.5517784073,31770,10.8,89.2,21.1,6.5,78.95,25274.77397,4.3,3.3,0.07,36.7,0.276,0.295,0.303,0.093,332,64.9,0.12,0.062,355.14,2.77,58.2,7.1,981.879333333,"Trump"
"1684","Jones County, Mississippi",71.0654867257,28250,22.9,77.1,15.8,6.8,68.05,23449.110475,4,4.3,0.11,77.4,0.46,0.211,0.368,0.135,567,281.3,0.233,0.07,314.97,9.21,94.2,9.2,1460.373,"Trump"
"1685","Yalobusha County, Mississippi",55.5628920436,6058,24.6,75.4,12.3,5.1,70.7,20561.507935,5.6,4.9,0.1,84.3,0.429,0.224,0.381,0.163,796.7,237.5,0.206,0.096,NA,14.39,111.8,NA,1437.55533333,"Trump"
"1686","Lewis and Clark County, Montana",49.3047337278,33800,5.6,94.4,34.7,11.8,75.25,26620.03143,3.2,3,0.08,37.1,0.249,0.173,0.238,0.067,216.1,36.9,0.156,0.049,298.67,2.59,79.9,7.4,393.869333333,"Clinton"
"1687","Petroleum County, Montana",86.25,320,7.8,92.2,13.8,1.1,85.55,24485.13905,NA,NA,NA,NA,0.151,NA,0.244,0.09,NA,NA,0.276,0.051,NA,NA,NA,NA,353.652666667,"Trump"
"1688","Powder River County, Montana",84.0496657116,1047,8.1,91.9,16.1,4.5,83.1,18627.469525,2.3,1.5,NA,NA,0.272,0.16,0.251,0.086,NA,NA,0.277,0.04,NA,NA,NA,NA,358.732666667,"Trump"
"1689","Alleghany County, North Carolina",72.669735328,5214,28.6,71.4,16.1,5,64.75,16365.48095,3.9,4.4,0.08,53.8,0.361,0.271,0.247,0.114,208.1,NA,0.272,0.106,NA,NA,95.6,NA,NA,"Trump"
"1690","Cleveland County, North Carolina",64.3315132429,44137,20.5,79.5,15.7,5,76.55,24431.93238,4.3,5,0.1,54.9,0.408,0.243,0.302,0.136,518,207.7,0.18,0.104,214.5,8.64,90.4,9.4,1211.707,"Trump"
"1691","Hyde County, North Carolina",56.0932688077,2273,23.3,76.7,11.7,1.9,82,19553.96635,2,NA,0.09,50.3,0.407,NA,0.315,0.122,274.8,337.8,0.236,0.109,NA,NA,NA,NA,NA,"Trump"
"1692","Randolph County, North Carolina",77.2710838639,63615,24.4,75.6,13,3.4,73.25,25334.080315,4,3.7,0.08,53,0.35,0.234,0.287,0.104,292.2,123.3,0.217,0.096,151.93,5.05,78.6,7.1,1146.175,"Trump"
"1693","Morton County, North Dakota",72.8050427735,15547,12.2,87.8,22.3,3.2,74.15,28403.731745,3.1,2.5,0.07,29.4,0.251,0.181,0.294,0.075,349.8,NA,0.117,0.037,184.22,NA,64.5,9.4,446.532,"Trump"
"1694","Keya Paha County, Nebraska",89.1050583658,514,9,91,14,2.9,67,22097.54381,NA,NA,NA,NA,0.242,0.136,0.271,0.103,NA,NA,0.211,0.044,0,NA,NA,NA,598.678,"Trump"
"1695","Rock County, Nebraska",86.6330390921,793,7.9,92.1,23.3,3,85.1,23789.265395,3.1,2.3,NA,NA,0.28,0.115,0.303,0.104,NA,NA,0.229,0.024,0,NA,NA,NA,658.622,"Trump"
"1696","Seward County, Nebraska",70.2992004127,7754,6.8,93.2,27.3,8.6,84.4,25874.73524,2.5,2.4,0.07,11.8,0.142,0.143,0.29,0.084,101.8,NA,0.093,0.033,38.48,NA,51.8,NA,725.424,"Trump"
"1697","Atlantic County, New Jersey",45.2836255651,105738,15.3,84.7,23.6,7.2,82.15,30503.32508,4.2,4,0.09,35.3,0.387,0.201,0.27,0.099,409.3,627.4,0.172,0.135,525.77,6.15,57.8,8.4,1096.518,"Clinton"
"1698","Harding County, New Mexico",59.0132827324,527,10.2,89.8,18.2,3,73.45,28151.8873,NA,NA,NA,NA,0.181,NA,0.253,0.096,NA,NA,0.227,0.046,NA,NA,NA,NA,423.7736,"Trump"
"1699","Hidalgo County, New Mexico",48.6312399356,1863,22.3,77.7,15.6,6.7,72.35,18820.77365,NA,NA,0.08,67.5,0.494,NA,0.264,0.083,555.4,NA,0.239,0.063,156.67,NA,88.5,NA,NA,"Clinton"
"1700","Humboldt County, Nevada",70.2782527592,6433,19.1,80.9,13.4,3.1,73.1,32109.560315,4,4.1,0.06,61.9,0.262,0.216,0.271,0.071,262.9,NA,0.24,0.062,368.92,9.11,102.7,NA,230.265111111,"Trump"
"1701","Grant County, West Virginia",87.7249747219,4945,20.6,79.4,11.5,4.4,72.8,24088.759685,3.9,5.3,0.08,54,0.222,0.165,0.334,0.156,100.9,49.9,0.194,0.108,226.03,NA,65.3,NA,1116.838,"Trump"
"1702","Logan County, West Virginia",80.113682501,12315,25.1,74.9,8.9,3.3,70.6,25486.12889,6.4,5.9,0.12,63.2,0.242,0.367,0.412,0.155,90.5,46.1,0.191,0.091,457.51,8.6,129.1,6.5,1187.323,"Trump"
"1703","Monongalia County, West Virginia",51.1515965634,35733,12.8,87.2,35.8,18.3,83.35,18607.93619,4,4.2,0.08,14.2,0.249,0.175,0.282,0.095,430.3,103,0.17,0.049,365.04,NA,48.6,6.6,1072.2356,"Trump"
"1704","Pendleton County, West Virginia",74.3462017435,3212,20.1,79.9,13.1,4.7,64.8,22948.94381,2.9,2.5,0.09,30.6,0.241,0.158,0.348,0.143,65.2,74.3,0.217,0.062,NA,NA,100.3,NA,NA,"Trump"
"1705","Upshur County, West Virginia",75.9368191721,9180,20.4,79.6,15.2,5.8,77.3,22110.215875,3.7,3.2,0.07,34.1,0.271,0.207,0.315,0.129,160.3,42,0.197,0.071,56.8,NA,75.9,NA,1363.89533333,"Trump"
"1706","Goshen County, Wyoming",77.4001401542,5708,10,90,19.6,4.9,80.65,22881.545715,2.8,3.7,0.08,32.5,0.291,0.164,0.265,0.086,177.3,51.3,0.174,0.055,198.55,NA,76.4,NA,NA,"Trump"
"1707","Jefferson County, Ohio",65.935047534,31346,12.7,87.3,14.1,4.9,80.6,23762.846985,4.1,4.7,0.08,36.2,0.334,0.293,0.361,0.162,242.6,77.7,0.146,0.103,204.22,2.84,73.4,7.9,1054.1,"Trump"
"1708","Richland County, Ohio",66.6275889019,53739,15.7,84.3,14.9,5.1,74.9,26762.40603,4.1,4,0.09,52.2,0.328,0.254,0.312,0.105,412.1,99.9,0.139,0.083,187.99,3.16,53.8,7.8,1070.864,"Trump"
"1709","Shelby County, Ohio",78.5287754219,23110,14.5,85.5,14,5,77.8,27906.724445,4,4.2,0.07,46.3,0.314,0.192,0.321,0.101,245.4,55.6,0.126,0.068,140.79,NA,55.1,6.4,1008.126,"Trump"
"1710","Mayes County, Oklahoma",73.5106924644,15712,16.6,83.4,11.9,3.5,72.45,25933.350475,4.4,4,0.07,61.2,0.299,0.284,0.36,0.137,241.6,46,0.244,0.061,300.94,4.59,108.3,8.1,1157.732,"Trump"
"1711","Tillman County, Oklahoma",71.8403547672,2706,25.7,74.3,14.6,2.9,71.65,21253.841905,6.8,6.3,0.08,74.4,0.323,0.177,0.336,0.122,322.5,NA,0.25,0.047,372.7,NA,90.7,NA,787.146,"Trump"
"1712","Gilliam County, Oregon",67.4493062967,937,15.2,84.8,18.8,4.3,68.4,30898.942855,NA,NA,NA,NA,0.316,NA,0.272,0.102,206.5,NA,0.18,0.074,36.44,NA,NA,NA,301.498,"Trump"
"1713","Lincoln County, Oregon",41.1940919492,24035,10,90,23.8,9.3,70.85,22487.90349,4.6,3.6,0.05,41.8,0.343,0.239,0.28,0.119,178.5,86,0.204,0.093,335.51,NA,87.7,NA,2008.378,"Clinton"
"1714","Green County, Kentucky",81.9801237577,5333,26.6,73.4,11.4,5.7,75.15,23297.83746,5.3,5.1,0.08,44.7,0.338,0.307,0.3,0.132,347.6,53.3,0.198,0.079,43.82,NA,79.1,NA,1309.37,"Trump"
"1715","Lincoln County, Kentucky",76.7492940069,9561,27.5,72.5,10.4,4,71.85,25154.68508,7.7,5.1,0.09,64.9,0.316,0.314,0.373,0.124,226.4,28.3,0.188,0.104,70.28,NA,97.7,NA,NA,"Trump"
"1716","Magoffin County, Kentucky",74.7458952306,5116,34.5,65.5,10.5,5.1,71.5,20669.29778,7.6,6.3,0.12,72.2,0.381,0.331,0.341,0.126,158.9,NA,0.221,0.165,35.08,NA,102.3,NA,NA,"Trump"
"1717","Marion County, Kentucky",63.164385251,8109,21.6,78.4,11.4,5.9,74.85,24053.83778,4.9,4.6,0.1,52.9,0.344,0.237,0.338,0.111,335.3,64.9,0.166,0.08,112.49,NA,68.3,NA,1291.844,"Trump"
"1718","Morgan County, Kentucky",76.0587002096,4770,31.2,68.8,11.8,5.6,69.85,18783.00603,5.6,5.7,0.08,45.7,0.319,0.376,0.364,0.138,43,110.9,0.196,0.114,NA,NA,92.5,NA,NA,"Trump"
"1719","Washington County, Kentucky",71.2788632327,5630,19.4,80.6,12.8,5.2,74.35,24639.867935,3.6,4,0.07,34.6,0.286,0.21,0.331,0.135,489.6,NA,0.169,0.086,56.81,NA,101.9,NA,1193.546,"Trump"
"1720","Assumption Parish, Louisiana",61.5737344094,10904,30.8,69.2,8.5,2.5,71.45,28520.23111,4.6,3.8,0.12,43.3,0.399,0.2,0.334,0.118,535.6,92.9,0.188,0.084,458.4,6.1,73.2,12.9,1530.604,"Trump"
"1721","Hampshire County, Massachusetts",26.8301570528,82329,7.6,92.4,41.3,20.8,88.05,24151.304445,3.3,2.9,0.07,5.4,0.289,0.121,0.224,0.066,250.3,102.4,0.047,0.056,244.06,NA,38,3.7,1235.5195,"Clinton"
"1722","Garrett County, Maryland",78.9538938396,12905,15.7,84.3,17.5,6.9,72,25782.774605,3.6,3.7,0.07,29.8,0.244,0.195,0.315,0.113,143.1,23.2,0.14,0.075,207.07,NA,63.7,NA,1112.266,"Trump"
"1723","Hancock County, Maine",42.7789763312,31983,9,91,30.1,10.9,75.25,25738.92222,3.2,3.3,0.06,21.8,0.327,0.173,0.245,0.089,174.1,73.3,0.158,0.086,74.69,NA,65.9,NA,1290.193,"Clinton"
"1724","Branch County, Michigan",66.8587022438,16490,13.4,86.6,14.1,4.8,75.2,23836.55492,4.9,4.2,0.07,46.6,0.283,0.148,0.351,0.114,170.4,58.2,0.147,0.085,191.93,NA,57.3,6.4,966.47,"Trump"
"1725","Ionia County, Michigan",62.107419208,26364,13.3,86.7,13.1,3.8,74.55,26019.981585,3.6,3.8,0.06,36.4,0.299,0.185,0.337,0.097,198.5,49.9,0.132,0.083,193.13,NA,60.6,4.8,903.732,"Trump"
"1726","Iosco County, Michigan",62.5065547981,13349,15.6,84.4,13.6,5.5,74.85,19421.495555,4.2,4.9,0.06,31.9,0.353,0.223,0.342,0.124,125.3,NA,0.158,0.113,227.3,NA,56.7,NA,NA,"Trump"
"1727","Benton County, Minnesota",64.6476821857,19911,9.8,90.2,19.6,5.9,75.2,28468.53905,3.3,2.5,0.07,30.6,0.282,0.146,0.291,0.09,160.3,28.5,0.099,0.061,146.85,NA,46.7,6.7,728.98,"Trump"
"1728","Pennington County, Minnesota",59.9610253335,6671,12.5,87.5,15.4,5.3,74.35,25528.13111,2.8,2.5,0.07,29.2,0.247,0.189,0.276,0.095,156.3,NA,0.093,0.06,105.35,NA,69.3,NA,NA,"Trump"
"1729","Roseau County, Minnesota",70.1815372731,7767,12.5,87.5,16.4,2.6,76.5,28695.568255,3.5,NA,0.06,26.2,0.255,0.105,0.342,0.08,90.1,NA,0.099,0.045,74.11,NA,52.9,NA,NA,"Trump"
"1730","Barry County, Missouri",78.2456861134,14604,20.3,79.7,12.4,3.7,72.45,21572.107935,4.6,5.2,0.08,60.6,0.298,0.309,0.298,0.101,243.8,36.2,0.204,0.063,304.87,5.22,78.9,7.1,1178.56,"Trump"
"1731","Buchanan County, Missouri",59.9358884234,35563,13.8,86.2,19.4,6.4,75.35,24162.24762,4.4,4.3,0.08,60.8,0.374,0.268,0.383,0.121,509.7,195.6,0.163,0.056,406.31,4.56,65.5,7.1,904.24,"Trump"
"1732","Camden County, Missouri",75.3809395005,22182,9.8,90.2,21,7.6,72.8,22903.62349,3.2,4.4,0.07,40.1,0.363,0.309,0.294,0.105,148.8,17.4,0.189,0.09,169.33,NA,90.8,NA,NA,"Trump"
"1733","Lawrence County, Alabama",73.3912329891,14623,24.8,75.2,10.7,3.3,72,26349.21397,4.6,5.5,0.1,52.1,0.363,0.278,0.377,0.141,633.1,84.6,0.177,0.081,227.97,6.67,101.1,7.5,NA,"Trump"
"1734","Logan County, Arkansas",72.5376153749,7909,23.3,76.7,11.7,3.2,76.1,23916.054285,4,2.9,0.09,65,0.34,0.251,0.332,0.127,376.9,57.4,0.203,0.076,250.23,6.32,97.4,NA,1221.6765,"Trump"
"1735","Cleburne County, Arkansas",78.2551113318,12081,20.9,79.1,13.8,4.7,71.4,21347.92381,5.5,4.5,0.09,53.8,0.318,0.284,0.288,0.129,216.2,43.4,0.216,0.072,217.28,NA,88,NA,1293.114,"Trump"
"1736","Grant County, Arkansas",74.6960046323,6908,15.2,84.8,14.7,5.3,71.1,28723.969525,4.7,5,0.09,48.1,0.202,0.39,0.361,0.11,316.9,72.4,0.166,0.065,199.11,NA,79.3,NA,1364.234,"Trump"
"1737","Prairie County, Arkansas",72.761627907,3440,22,78,11.5,3.4,65.7,23194.910475,4.6,3.1,0.09,47.9,0.28,0.268,0.328,0.124,255.3,62.4,0.218,0.073,99.65,NA,70.1,NA,1240.282,"Trump"
"1738","San Diego County, California",38.2352214351,1011651,14.7,85.3,34.1,12.7,76.05,32687.729205,3.5,3.7,0.07,33.6,0.291,0.121,0.231,0.075,488.7,457.5,0.19,0.089,383.46,3.68,47.3,4.9,NA,"Clinton"
"1739","San Miguel County, Colorado",23.89236836,4311,5.3,94.7,48.8,12.7,71.75,30446.631745,NA,NA,0.08,19,0.194,NA,0.169,0.047,186.9,109.5,0.21,0.075,115.43,NA,NA,NA,NA,"Clinton"
"1740","Bent County, Colorado",61.6279069767,1892,19.6,80.4,13.2,3.7,65.05,17757.52476,4.3,4.1,0.14,70.8,0.379,0.267,0.24,0.064,176,NA,0.174,0.085,111.83,NA,NA,NA,378.036666667,"Trump"
"1741","Montrose County, Colorado",67.8832463218,21070,14.6,85.4,22.3,8.2,72.55,25920.12127,3.3,2.8,0.09,51.9,0.23,0.155,0.201,0.063,182.9,31.8,0.23,0.105,190.8,4,94.8,6.3,304.1015,"Trump"
"1742","Manatee County, Florida",56.9574447824,178521,13.1,86.9,25.6,9.7,74.35,28021.078095,3.9,3.8,0.08,53.4,0.366,0.171,0.251,0.112,370.8,299.3,0.245,0.086,694.65,6.19,76.3,6.8,NA,"Trump"
"1743","Jeff Davis County, Georgia",80.6052269601,5089,24.8,75.2,11.5,3.6,69.3,24246.91016,5.4,4.2,0.1,89.8,0.363,0.17,0.285,0.117,494.7,224.6,0.255,0.139,328.41,NA,109.9,NA,1233.17,"Trump"
"1744","Mitchell County, Georgia",54.3718976709,7857,34,66,9.6,3,73.5,23940.78603,3.8,NA,0.11,84.1,0.476,0.169,0.313,0.129,660.6,410.7,0.218,0.09,523,NA,62.5,9.6,1322.578,"Trump"
"1745","Telfair County, Georgia",64.54928835,3794,31.1,68.9,8.1,3.8,69.2,21749.268255,4.2,3.6,0.11,72.8,0.54,0.272,0.306,0.121,485.8,281.6,0.23,0.155,253.35,10.91,64.8,NA,NA,"Trump"
"1746","Twiggs County, Georgia",50.1850481125,4053,38.6,61.4,6.7,1.2,67.05,27578.72254,4.6,NA,0.13,49.4,0.412,NA,0.32,0.149,603.7,125.8,0.209,0.125,127.48,NA,97.9,NA,NA,"Trump"
"1747","Maui County, Hawaii",25.8846405606,51942,11.3,88.7,25.7,8.2,71.6,30998.840315,3.2,2.9,0.08,40.4,0.342,0.154,0.233,0.086,326.2,187.5,0.097,0.063,218.44,1.25,56.8,4.5,NA,"Clinton"
"1748","Jackson County, Iowa",57.0462563701,10204,12.6,87.4,15,4.2,76.8,25470.27492,2.4,2.2,0.07,27.4,0.216,0.105,0.307,0.094,197,NA,0.113,0.057,NA,NA,52.1,NA,910.717,"Trump"
"1749","Sioux County, Iowa",82.055700706,17989,13.5,86.5,22.4,6.7,81.15,21611.312065,1.9,1.7,0.05,18.4,0.113,0.118,0.274,0.072,109.1,18,0.12,0.034,92.03,NA,41.9,6.1,738.886,"Trump"
"1750","Woodbury County, Iowa",57.3614701977,42933,14.6,85.4,20.8,6.5,77.45,25009.82127,3.4,2.5,0.07,49.1,0.351,0.233,0.31,0.093,476.1,79.5,0.144,0.053,350.64,2.82,52.6,6,NA,"Trump"
"1751","Blaine County, Idaho",31.147999627,10723,8,92,43.2,13.7,72.85,28633.378095,2.2,2.4,0.07,33.7,0.201,0.131,0.184,0.058,151,46.3,0.222,0.067,241.76,NA,72.2,NA,NA,"Clinton"
"1752","Jasper County, Illinois",77.8409090909,5104,11.8,88.2,13,5.6,76.6,24235.539685,NA,NA,0.1,29.4,0.268,NA,0.3,0.102,133.8,NA,0.133,0.083,231.66,NA,82,NA,1125.728,"Trump"
"1753","Madison County, Illinois",54.9600475364,127902,10.6,89.4,23,8.1,80.65,30329.407935,3.8,3.9,0.08,38.1,0.327,0.198,0.32,0.111,408.6,105,0.117,0.088,246.23,4.76,72.7,7.6,1084.91866667,"Trump"
"1754","Massac County, Illinois",73.0287954169,6633,15,85,14.1,3.3,79.65,24092.76635,7.7,NA,0.09,60.8,0.281,0.278,0.338,0.113,213.7,101.1,0.125,0.089,343,NA,75.2,NA,1192.784,"Trump"
"1755","Union County, Indiana",74.4065733414,3286,15.2,84.8,15.2,4.1,78.8,27504.644445,3,2.9,0.05,43.2,0.197,0.298,0.332,0.115,79.9,NA,0.169,0.086,NA,NA,67,NA,NA,"Trump"
"1756","White County, Indiana",68.8042819632,9902,13.2,86.8,14.5,5.3,73.5,25549.49397,3.7,3.3,0.07,46,0.28,0.217,0.346,0.106,267.3,77.7,0.193,0.081,55.72,NA,63.1,NA,999.49,"Trump"
"1757","Seward County, Kansas",63.7781994518,4743,32.4,67.6,13.5,4.7,65.95,23860.838415,3.4,2.3,0.06,94.8,0.359,0.108,0.344,0.078,454.4,147.9,0.238,0.04,416.52,NA,58.5,7.8,514.35,"Trump"
"1758","Thomas County, Kansas",81.3092161929,3483,13.2,86.8,23.4,7,81.7,21795.18222,2.6,2.5,0.07,27.1,0.263,0.151,0.295,0.09,225.6,NA,0.151,0.037,273.43,NA,87.8,NA,509.397,"Trump"
"1759","Boyle County, Kentucky",62.1425258927,12938,17.4,82.6,23.3,10.4,81.35,20891.45111,4,5.4,0.09,41.7,0.422,0.209,0.306,0.124,497.4,88.7,0.157,0.096,204.97,NA,65.2,NA,1177.798,"Trump"
"1760","Westmoreland County, Pennsylvania",64.0623968306,181740,8.6,91.4,24,8,79.4,28902.48476,3.3,3.7,0.08,19.2,0.294,0.177,0.283,0.11,188.8,46.6,0.102,0.074,160.25,1.99,69.7,6.1,1111.46166667,"Trump"
"1761","Kent County, Rhode Island",47.7825662098,79822,10.5,89.5,29.2,10.1,79.35,36324.454285,3.8,4,0.07,20.9,0.285,0.188,0.277,0.089,209.6,81.6,0.089,0.099,125.24,1.44,61.6,5.7,NA,"Clinton"
"1762","Chesterfield County, South Carolina",55.9084539935,17128,26.6,73.4,11.1,3.8,74.15,24451.65651,3.9,3.6,0.12,59.6,0.425,0.236,0.36,0.124,575.6,205,0.205,0.124,526.47,5.94,85,10.2,1193.038,"Trump"
"1763","Union County, South Carolina",58.393315132,12087,24.4,75.6,12.9,3.7,77.05,24729.45016,3.8,3.4,0.13,71.4,0.488,0.258,0.359,0.145,791.5,234.5,0.185,0.14,698.89,5.39,68.7,9.7,1135.21066667,"Trump"
"1764","Clay County, South Dakota",41.6058394161,5069,9.4,90.6,40.4,15.7,91.65,9519.8438095,2.4,2.3,0.06,9.1,0.156,0.155,0.298,0.062,448.4,NA,0.164,0.04,36.11,NA,37.6,NA,686.181,"Clinton"
"1765","Dewey County, South Dakota",42.3550087873,1707,20.3,79.7,12.6,3.4,77,21851.72,4.9,2.9,0.06,98,0.574,0.334,0.423,0.171,2139.8,NA,0.257,0.132,24.09,NA,187,NA,483.108,"Clinton"
"1766","Hamlin County, South Dakota",74.2577842143,2762,12.7,87.3,16.7,4.4,73.7,23384.79651,2.8,1.6,0.04,32.8,0.148,0.179,0.305,0.093,66.9,NA,0.14,0.043,136.65,NA,NA,NA,628.523,"Trump"
"1767","McCook County, South Dakota",69.3467336683,2587,9.8,90.2,20.4,6.3,79.6,26857.758415,1.9,NA,0.07,14.3,0.179,NA,0.29,0.097,162,NA,0.132,0.045,29.47,NA,NA,NA,690.626,"Trump"
"1768","Monroe County, Tennessee",78.3636363636,17050,27.3,72.7,10.4,3.7,69.55,22292.735875,4.5,3.5,0.08,64.9,0.287,0.364,0.354,0.124,233.9,79.6,0.192,0.106,419.08,5.93,94.1,6.5,1399.54,"Trump"
"1769","Weakley County, Tennessee",74.2228086089,12127,18,82,18.4,6.7,79.9,19645.04635,4.5,3.1,0.08,29,0.34,0.254,0.295,0.109,540.3,39.5,0.178,0.118,308.67,NA,73.5,NA,1346.2,"Trump"
"1770","Brewster County, Texas",49.0534784666,4226,19.8,80.2,30.4,13.5,80.2,18749.82476,3.7,2.4,0.09,51.4,0.193,NA,0.27,0.09,426.2,NA,0.272,0.047,185.38,NA,58.1,NA,NA,"Clinton"
"1771","Brown County, Texas",86.0993619614,13949,18.3,81.7,15,4.5,69,25256.649205,5,3.4,0.09,57.7,0.292,0.258,0.323,0.105,382.3,142.6,0.238,0.06,353.22,4.12,67.6,11.3,752.729,"Trump"
"1772","Eastland County, Texas",86.6330209084,6935,22.3,77.7,15.5,5.2,80.6,20464.534605,6.9,NA,0.08,51.3,0.36,0.144,0.324,0.126,209.3,56.5,0.282,0.061,211.66,NA,88.4,13.6,737.108,"Trump"
"1773","Goliad County, Texas",70.5090223539,3713,16.2,83.8,18,4.5,82.5,29006.16,NA,NA,0.09,43.3,0.324,NA,0.304,0.116,262.3,NA,0.21,0.053,197.69,NA,58.7,NA,934.212,"Trump"
"1774","Kendall County, Texas",78.5664125201,19936,8.9,91.1,35.5,12.9,81.05,32585.46349,2.6,NA,0.08,25.6,0.184,0.131,0.242,0.102,253,66.7,0.201,0.055,109.23,NA,70.6,NA,916.855333333,"Trump"
"1775","Kenedy County, Texas",45.1612903226,186,20.1,29.9,8.95,4.35,91.6,28501.301585,NA,NA,NA,NA,0,NA,0.295,0.101,NA,NA,0.211,0.033,652.53,NA,NA,NA,691.896,"Clinton"
"1776","Lamar County, Texas",78.4700868533,18537,17.6,82.4,17.4,5.3,75.7,24666.693015,5.2,3.7,0.1,66.9,0.34,0.234,0.276,0.124,495.3,125.8,0.246,0.09,413.87,5.49,69.9,6,1195.578,"Trump"
"1777","Madison County, Texas",78.1928554751,4283,21.8,78.2,11.5,2.4,66.45,22878.593335,NA,NA,0.07,61,0.421,NA,0.313,0.103,305.5,169.8,0.31,0.069,333.62,NA,96.9,NA,1120.902,"Trump"
